,events,woba_value,launch_speed,launch_angle
305551,double,1.25,95.4,19.0
305564,double,1.25,104.2,17.0
305570,field_out,0.0,83.8,28.0
305572,field_out,0.0,97.5,68.0
305576,field_out,0.0,76.5,33.0
305615,double,1.25,99.7,13.0
305618,single,0.9,105.8,4.0
305622,field_out,0.0,74.7,16.0
305629,field_out,0.0,97.4,54.0
305634,single,0.9,92.3,17.0
305637,double,1.25,100.2,34.0
305638,field_out,0.0,91.2,46.0
305639,field_out,0.0,77.3,45.0
305647,field_out,0.0,75.2,28.0
305659,field_out,0.0,55.8,75.0
305663,field_out,0.0,52.8,-8.0
305666,field_out,0.0,68.2,17.0
305669,field_out,0.0,102.9,28.0
305678,field_out,0.0,76.0,-33.0
305683,field_out,0.0,90.7,55.0
305688,double,1.25,80.5,18.0
305691,field_out,0.0,77.2,-48.0
305706,field_out,0.0,104.9,9.0
305711,field_out,0.0,91.7,7.0
305755,field_out,0.0,86.4,-6.0
305761,field_out,0.0,103.1,-16.0
305765,field_out,0.0,71.1,34.0
305770,double,1.25,101.0,31.0
305776,single,0.9,79.9,4.0
305784,field_out,0.0,96.4,23.0
305793,field_out,0.0,84.5,62.0
305798,field_out,0.0,65.1,43.0
305801,field_out,0.0,99.1,-6.0
305809,field_out,0.0,97.5,29.0
305811,field_out,0.0,88.2,-42.0
305818,field_out,0.0,82.1,49.0
305819,field_out,0.0,98.9,26.0
305821,field_out,0.0,74.5,54.0
305826,single,0.9,91.1,-1.0
305831,single,0.9,77.6,25.0
305853,single,0.9,78.9,8.0
305862,home_run,2.0,101.6,28.0
305866,field_out,0.0,98.4,49.0
305878,field_out,0.0,61.2,36.0
305882,field_out,0.0,72.7,67.0
305884,field_out,0.0,87.8,-2.0
305893,field_out,0.0,98.3,-3.0
305901,field_out,0.0,97.3,43.0
305915,field_out,0.0,92.7,32.0
305917,field_out,0.0,95.9,18.0
305924,double,1.25,95.8,17.0
305931,field_out,0.0,89.6,-26.0
305935,field_out,0.0,90.8,46.0
305937,field_out,0.0,104.3,16.0
305939,double,1.25,81.1,20.0
305942,double,1.25,105.6,16.0
305944,field_out,0.0,68.5,81.0
305959,field_out,0.0,91.7,28.0
305962,field_out,0.0,63.5,-1.0
305978,single,0.9,34.7,-45.0
305979,single,0.9,81.5,26.0
305987,field_out,0.0,77.6,74.0
305988,single,0.9,98.8,-1.0
305995,field_out,0.0,83.0,35.0
306001,field_out,0.0,96.9,-6.0
306013,field_out,0.0,81.5,64.0
306014,field_out,0.0,81.7,39.0
306017,field_out,0.0,89.5,18.0
306024,single,0.9,91.3,11.0
306044,field_out,0.0,99.8,-2.0
306050,field_out,0.0,96.2,17.0
306058,field_out,0.0,68.8,-10.0
306063,double,1.25,90.0,24.0
306072,single,0.9,75.6,22.0
306076,double,1.25,102.5,1.0
306089,field_out,0.0,86.2,-24.0
306092,field_out,0.0,99.2,1.0
306100,field_out,0.0,87.9,-12.0
306117,field_out,0.0,75.2,-35.0
306126,double,1.25,90.5,26.0
306133,field_out,0.0,68.1,59.0
306147,field_out,0.0,97.3,9.0
306149,double,1.25,100.4,14.0
306165,single,0.9,90.4,19.0
306169,double,1.25,113.0,15.0
306178,single,0.9,99.6,10.0
306181,field_out,0.0,67.2,15.0
306185,field_out,0.0,70.4,-6.0
306188,field_out,0.0,98.9,-4.0
306203,field_out,0.0,100.1,27.0
306205,double,1.25,89.1,9.0
306208,field_out,0.0,97.3,-10.0
306217,field_out,0.0,80.4,-22.0
306224,single,0.9,80.2,15.0
306226,field_out,0.0,100.6,-8.0
306234,field_out,0.0,91.0,84.0
306239,field_out,0.0,81.9,62.0
306252,field_out,0.0,90.6,71.0
306258,field_out,0.0,79.9,-4.0
306280,field_out,0.0,87.4,41.0
306281,single,0.9,87.1,16.0
306284,field_out,0.0,85.4,44.0
306286,field_out,0.0,68.1,64.0
306291,field_out,0.0,59.4,29.0
306294,field_out,0.0,67.2,9.0
306297,single,0.9,71.5,-35.0
306307,field_out,0.0,58.1,7.0
306318,home_run,2.0,99.5,25.0
306328,field_out,0.0,104.9,13.0
306331,field_out,0.0,72.2,-8.0
306344,field_out,0.0,61.8,-8.0
306350,field_out,0.0,96.8,42.0
306357,field_out,0.0,49.4,19.0
306373,single,0.9,103.3,7.0
306375,single,0.9,91.4,8.0
306379,single,0.9,75.0,20.0
306381,double,1.25,82.5,24.0
306383,field_out,0.0,73.7,-15.0
306391,single,0.9,65.2,18.0
306401,field_out,0.0,101.0,-11.0
306408,single,0.9,70.0,4.0
306411,single,0.9,100.8,6.0
306413,single,0.9,72.3,32.0
306414,double,1.25,99.4,28.0
306416,double,1.25,87.9,20.0
306421,field_out,0.0,106.0,40.0
306425,single,0.9,94.8,15.0
306431,field_out,0.0,90.5,22.0
306433,field_out,0.0,83.3,-23.0
306436,field_out,0.0,87.5,-12.0
306445,single,0.9,92.9,12.0
306455,field_out,0.0,86.0,22.0
306456,field_out,0.0,95.1,-8.0
306459,field_out,0.0,93.5,24.0
306465,single,0.9,107.9,4.0
306470,field_out,0.0,67.3,-16.0
306473,field_out,0.0,93.3,-8.0
306475,field_out,0.0,88.0,35.0
306480,field_out,0.0,81.3,56.0
306489,field_out,0.0,77.2,-34.0
306491,single,0.9,87.6,15.0
306492,double,1.25,70.7,18.0
306524,single,0.9,69.3,24.0
306528,single,0.9,100.7,12.0
306537,field_out,0.0,84.9,22.0
306541,single,0.9,61.4,-12.0
306545,single,0.9,96.6,3.0
306547,field_out,0.0,81.9,25.0
306558,field_out,0.0,82.2,-17.0
306566,field_out,0.0,85.3,57.0
306567,field_out,0.0,55.3,29.0
306577,field_out,0.0,75.7,77.0
306578,single,0.9,97.9,4.0
306581,single,0.9,96.5,6.0
306585,field_out,0.0,93.2,50.0
306594,field_out,0.0,61.1,-37.0
306600,field_out,0.0,87.2,37.0
306603,single,0.9,30.7,-57.0
306604,field_out,0.0,68.2,-24.0
306606,field_out,0.0,97.2,37.0
306607,field_out,0.0,94.4,31.0
306610,field_out,0.0,90.8,-18.0
306613,field_out,0.0,87.9,61.0
306616,field_out,0.0,95.4,35.0
306619,single,0.9,91.2,9.0
306630,field_out,0.0,68.5,-4.0
306631,field_out,0.0,76.5,-27.0
306652,field_out,0.0,62.8,-69.0
306664,double,1.25,88.9,-2.0
306669,field_out,0.0,69.6,-17.0
306674,field_out,0.0,59.1,48.0
306675,field_out,0.0,86.7,51.0
306677,field_out,0.0,92.0,61.0
306678,double,1.25,101.7,22.0
306682,field_out,0.0,95.6,51.0
306689,field_out,0.0,85.0,23.0
306693,field_out,0.0,83.6,53.0
306697,field_out,0.0,83.7,-17.0
306698,field_out,0.0,108.9,4.0
306710,single,0.9,96.1,9.0
306729,home_run,2.0,110.2,22.0
306734,field_out,0.0,52.7,-23.0
306737,field_out,0.0,86.3,46.0
306741,home_run,2.0,107.8,30.0
306748,field_out,0.0,99.2,31.0
306755,single,0.9,97.2,1.0
306762,field_out,0.0,108.8,-20.0
306768,field_out,0.0,43.4,17.0
306771,single,0.9,75.4,19.0
306784,double,1.25,92.5,18.0
306788,single,0.9,74.2,30.0
306796,single,0.9,100.3,9.0
306801,field_out,0.0,91.3,21.0
306803,single,0.9,97.3,7.0
306810,single,0.9,102.0,11.0
306820,field_out,0.0,91.3,-27.0
306823,single,0.9,98.9,-6.0
306826,single,0.9,105.7,4.0
306829,field_out,0.0,69.3,-6.0
306836,field_out,0.0,96.9,37.0
306847,single,0.9,108.7,9.0
306860,field_out,0.0,88.5,64.0
306866,field_out,0.0,69.1,-47.0
306872,double,1.25,101.4,23.0
306875,field_out,0.0,92.8,-26.0
306882,single,0.9,101.6,14.0
306890,single,0.9,81.9,17.0
306896,double,1.25,107.1,4.0
306899,field_out,0.0,97.6,30.0
306901,field_out,0.0,56.3,-45.0
306904,field_out,0.0,105.3,0.0
306909,field_out,0.0,84.2,12.0
306914,field_out,0.0,102.1,-12.0
306924,field_out,0.0,87.6,38.0
306927,single,0.9,77.3,9.0
306935,field_out,0.0,95.0,34.0
306943,double,1.25,85.3,19.0
306963,field_out,0.0,58.9,-87.0
306968,field_out,0.0,97.5,18.0
306973,field_out,0.0,99.3,15.0
306976,field_out,0.0,96.6,-5.0
306978,field_out,0.0,85.9,58.0
306980,triple,1.6,98.6,13.0
306984,single,0.9,81.2,17.0
306989,triple,1.6,86.5,18.0
306994,field_out,0.0,63.4,54.0
306997,single,0.9,95.1,8.0
307006,single,0.9,71.3,4.0
307015,single,0.9,96.8,1.0
307019,home_run,2.0,105.3,25.0
307020,field_out,0.0,87.3,-3.0
307024,field_out,0.0,78.6,31.0
307027,single,0.9,96.9,11.0
307035,field_out,0.0,106.0,-25.0
307036,field_out,0.0,82.9,2.0
307041,field_out,0.0,96.1,28.0
307046,double,1.25,103.7,17.0
307056,field_out,0.0,96.1,-8.0
307058,field_out,0.0,88.5,43.0
307076,field_out,0.0,86.8,38.0
307077,single,0.9,103.7,-15.0
307081,field_out,0.0,96.2,7.0
307082,double,1.25,98.8,10.0
307085,field_out,0.0,99.7,4.0
307097,field_out,0.0,78.5,65.0
307117,single,0.9,96.0,3.0
307124,field_out,0.0,53.7,-54.0
307127,single,0.9,95.4,12.0
307130,field_out,0.0,93.6,39.0
307137,field_out,0.0,64.8,-53.0
307144,field_out,0.0,89.4,46.0
307148,field_out,0.0,75.6,-28.0
307169,field_out,0.0,90.2,-3.0
307173,field_out,0.0,83.4,62.0
307182,field_out,0.0,65.1,-14.0
307185,field_out,0.0,77.7,-32.0
307189,double,1.25,93.7,10.0
307191,field_out,0.0,90.5,-16.0
307193,field_out,0.0,77.0,44.0
307200,field_out,0.0,76.9,47.0
307204,home_run,2.0,102.4,31.0
307207,field_out,0.0,84.5,69.0
307212,field_out,0.0,94.2,47.0
307218,double,1.25,60.5,43.0
307219,home_run,2.0,107.6,28.0
307223,field_out,0.0,82.9,66.0
307229,single,0.9,90.9,15.0
307233,single,0.9,92.7,0.0
307236,field_out,0.0,80.3,80.0
307238,field_out,0.0,80.5,32.0
307242,field_out,0.0,79.0,77.0
307244,field_out,0.0,89.3,46.0
307253,single,0.9,98.9,10.0
307261,field_out,0.0,94.4,4.0
307263,field_out,0.0,91.4,-8.0
307266,field_out,0.0,89.0,-8.0
307286,field_out,0.0,75.6,47.0
307292,single,0.9,91.6,5.0
307296,field_out,0.0,74.6,56.0
307307,double,1.25,112.3,11.0
307312,single,0.9,84.0,-44.0
307316,single,0.9,108.6,11.0
307321,field_out,0.0,72.3,66.0
307330,single,0.9,87.9,16.0
307359,field_out,0.0,62.8,-19.0
307361,field_out,0.0,75.8,61.0
307370,single,0.9,77.2,16.0
307376,field_out,0.0,100.6,17.0
307377,single,0.9,83.1,14.0
307379,field_out,0.0,79.1,9.0
307381,home_run,2.0,106.9,30.0
307383,single,0.9,100.0,12.0
307404,field_out,0.0,90.8,-9.0
307409,field_out,0.0,80.7,-23.0
307418,single,0.9,101.5,0.0
307430,field_out,0.0,97.6,34.0
307444,field_out,0.0,100.2,24.0
307445,field_out,0.0,84.7,-15.0
307453,field_out,0.0,49.1,41.0
307463,single,0.9,102.4,-2.0
307469,field_out,0.0,57.2,-16.0
307483,single,0.9,103.3,13.0
307496,field_out,0.0,52.5,40.0
307498,single,0.9,87.4,-12.0
307501,field_out,0.0,92.8,-15.0
307506,field_out,0.0,72.8,46.0
307511,field_out,0.0,97.2,-11.0
307514,single,0.9,109.9,9.0
307522,field_out,0.0,96.6,47.0
307523,home_run,2.0,105.4,31.0
307533,field_out,0.0,72.5,67.0
307554,field_out,0.0,86.8,54.0
307560,field_out,0.0,96.4,25.0
307578,single,0.9,73.8,22.0
307582,double,1.25,81.8,28.0
307588,field_out,0.0,82.5,-19.0
307600,double,1.25,101.8,17.0
307606,field_out,0.0,100.7,40.0
307608,double,1.25,88.3,20.0
307615,field_out,0.0,95.7,67.0
307623,single,0.9,95.2,10.0
307625,field_out,0.0,95.9,18.0
307634,double,1.25,105.4,15.0
307637,single,0.9,71.7,39.0
307641,single,0.9,108.1,7.0
307646,field_out,0.0,93.0,36.0
307651,field_out,0.0,89.7,60.0
307656,field_out,0.0,95.4,54.0
307669,single,0.9,81.8,18.0
307673,field_out,0.0,84.0,32.0
307678,field_out,0.0,87.0,50.0
307682,single,0.9,78.3,45.0
307688,single,0.9,84.9,7.0
307692,field_out,0.0,80.5,39.0
307697,single,0.9,87.9,13.0
307700,field_out,0.0,58.6,-45.0
307715,field_out,0.0,105.6,-2.0
307720,field_out,0.0,92.3,37.0
307734,field_out,0.0,82.0,39.0
307736,field_out,0.0,97.2,45.0
307741,double,1.25,104.9,27.0
307743,field_out,0.0,69.2,-39.0
307747,single,0.9,71.2,-31.0
307751,field_out,0.0,108.7,14.0
307762,field_out,0.0,97.4,25.0
307766,single,0.9,101.8,14.0
307769,field_out,0.0,90.2,37.0
307771,field_out,0.0,83.3,-9.0
307776,home_run,2.0,103.6,30.0
307793,field_out,0.0,99.3,43.0
307798,single,0.9,98.7,-4.0
307808,field_out,0.0,89.0,34.0
307809,field_out,0.0,66.0,87.0
307814,double,1.25,98.7,-12.0
307816,single,0.9,93.3,-29.0
307821,field_out,0.0,85.4,39.0
307832,field_out,0.0,95.5,-5.0
307833,field_out,0.0,99.0,6.0
307839,double,1.25,71.6,45.0
307842,field_out,0.0,60.8,-28.0
307855,single,0.9,68.5,25.0
307856,single,0.9,64.1,-4.0
307858,field_out,0.0,65.3,-46.0
307868,field_out,0.0,89.0,30.0
307873,field_out,0.0,73.4,82.0
307883,triple,1.6,85.9,19.0
307885,field_out,0.0,93.4,45.0
307889,field_out,0.0,59.0,-52.0
307903,single,0.9,109.3,12.0
307910,field_out,0.0,85.9,32.0
307914,home_run,2.0,109.3,32.0
307929,field_out,0.0,74.7,-25.0
307932,single,0.9,51.5,11.0
307933,field_out,0.0,100.0,38.0
307936,field_out,0.0,108.2,-5.0
307954,field_out,0.0,82.7,50.0
307959,field_out,0.0,95.4,-23.0
307962,field_out,0.0,98.9,41.0
307980,single,0.9,89.5,15.0
307985,single,0.9,77.7,16.0
307992,field_out,0.0,70.7,33.0
307997,field_out,0.0,98.4,1.0
307999,field_out,0.0,90.6,-4.0
308009,single,0.9,100.6,-13.0
308010,field_out,0.0,89.2,65.0
308013,home_run,2.0,104.7,26.0
308016,single,0.9,82.4,8.0
308023,single,0.9,99.9,12.0
308027,single,0.9,96.0,8.0
308028,field_out,0.0,74.2,-46.0
308036,field_out,0.0,61.1,28.0
308047,field_out,0.0,96.0,0.0
308060,field_out,0.0,91.8,-13.0
308072,field_out,0.0,109.9,3.0
308075,field_out,0.0,99.4,-8.0
308082,field_out,0.0,86.3,37.0
308086,field_out,0.0,62.2,12.0
308090,double,1.25,105.3,19.0
308096,field_out,0.0,101.9,-14.0
308100,field_out,0.0,63.4,-67.0
308115,field_out,0.0,85.5,40.0
308118,field_out,0.0,77.6,-18.0
308121,field_out,0.0,71.3,64.0
308126,single,0.9,79.1,11.0
308128,single,0.9,97.0,20.0
308129,field_out,0.0,106.6,21.0
308135,double,1.25,91.5,28.0
308136,field_out,0.0,98.5,5.0
308138,field_out,0.0,64.1,-8.0
308142,field_out,0.0,94.0,25.0
308144,field_out,0.0,103.6,-18.0
308151,field_out,0.0,101.9,1.0
308165,home_run,2.0,104.2,33.0
308179,field_out,0.0,71.4,52.0
308185,field_out,0.0,82.8,85.0
308187,single,0.9,101.4,10.0
308203,single,0.9,86.4,32.0
308207,home_run,2.0,101.4,28.0
308209,field_out,0.0,88.6,51.0
308222,single,0.9,107.5,3.0
308225,field_out,0.0,65.8,40.0
308231,single,0.9,90.9,-23.0
308233,home_run,2.0,102.1,28.0
308246,field_out,0.0,93.2,16.0
308262,double,1.25,90.5,28.0
308269,double,1.25,104.2,22.0
308273,single,0.9,69.1,27.0
308276,single,0.9,66.1,46.0
308284,single,0.9,108.2,12.0
308288,double,1.25,100.2,25.0
308291,single,0.9,72.9,22.0
308299,single,0.9,90.6,79.0
308300,single,0.9,103.9,5.0
308304,single,0.9,110.0,6.0
308309,single,0.9,80.0,17.0
308310,field_out,0.0,90.3,-15.0
308324,home_run,2.0,103.8,30.0
308331,single,0.9,90.9,-2.0
308334,home_run,2.0,93.9,37.0
308340,field_out,0.0,72.0,1.0
308346,field_out,0.0,97.0,-4.0
308350,home_run,2.0,105.8,25.0
308352,single,0.9,56.3,-80.0
308363,field_out,0.0,95.1,25.0
308365,home_run,2.0,104.3,26.0
308380,field_out,0.0,99.7,16.0
308387,field_out,0.0,100.4,16.0
308395,home_run,2.0,97.0,35.0
308400,single,0.9,97.1,0.0
308409,single,0.9,82.1,14.0
308420,double,1.25,89.3,36.0
308421,single,0.9,94.4,4.0
308422,field_out,0.0,101.9,-23.0
308438,single,0.9,90.4,10.0
308444,single,0.9,76.9,5.0
308452,field_out,0.0,65.0,-13.0
308457,field_out,0.0,92.5,-3.0
308461,field_out,0.0,97.8,-2.0
308462,field_out,0.0,62.7,65.0
308465,home_run,2.0,103.8,28.0
308472,single,0.9,97.6,3.0
308477,double,1.25,92.6,29.0
308488,field_out,0.0,45.2,-10.0
308494,field_out,0.0,48.6,-48.0
308495,single,0.9,103.4,-10.0
308497,double,1.25,103.1,5.0
308509,field_out,0.0,90.6,70.0
308512,field_out,0.0,89.6,75.0
308531,field_out,0.0,55.1,21.0
308540,single,0.9,83.9,20.0
308555,field_out,0.0,85.4,7.0
308559,double,1.25,95.5,24.0
308570,field_out,0.0,72.8,0.0
308577,home_run,2.0,104.1,31.0
308580,field_out,0.0,60.6,29.0
308581,field_out,0.0,77.9,5.0
308596,triple,1.6,99.1,18.0
308614,field_out,0.0,75.3,36.0
308615,field_out,0.0,95.4,8.0
308624,single,0.9,59.2,-49.0
308628,field_out,0.0,67.0,-27.0
308634,field_out,0.0,60.5,11.0
308639,field_out,0.0,91.1,28.0
308645,field_out,0.0,70.4,15.0
308650,single,0.9,100.1,-23.0
308658,single,0.9,82.5,19.0
308673,field_out,0.0,90.3,-7.0
308678,home_run,2.0,108.6,39.0
308686,field_out,0.0,103.9,-23.0
308698,field_out,0.0,69.4,-5.0
308706,field_out,0.0,73.0,-19.0
308710,field_out,0.0,88.8,-45.0
308716,field_out,0.0,73.3,0.0
308719,home_run,2.0,99.9,29.0
308724,field_out,0.0,103.1,-2.0
308725,field_out,0.0,64.0,-1.0
308737,field_out,0.0,98.9,20.0
308744,single,0.9,100.4,-16.0
308746,field_out,0.0,101.2,18.0
308754,home_run,2.0,104.7,25.0
308759,single,0.9,63.9,21.0
308762,double,1.25,95.8,18.0
308770,field_out,0.0,67.4,4.0
308772,field_out,0.0,98.9,69.0
308774,single,0.9,76.8,6.0
308797,single,0.9,99.0,-14.0
308805,field_out,0.0,101.0,15.0
308808,field_out,0.0,54.9,51.0
308814,field_out,0.0,98.8,8.0
308818,field_out,0.0,78.2,7.0
308821,double,1.25,93.6,21.0
308826,single,0.9,51.2,-57.0
308838,field_out,0.0,74.9,53.0
308841,field_out,0.0,78.7,51.0
308849,single,0.9,99.2,12.0
308855,field_out,0.0,83.1,53.0
308863,field_out,0.0,87.2,46.0
308864,field_out,0.0,92.8,26.0
308870,field_out,0.0,86.6,46.0
308874,field_out,0.0,88.4,-47.0
308877,field_out,0.0,102.2,-2.0
308881,single,0.9,106.5,-8.0
308884,single,0.9,98.1,6.0
308889,field_out,0.0,95.6,52.0
308899,double,1.25,93.8,12.0
308906,field_out,0.0,72.6,6.0
308910,field_out,0.0,81.7,4.0
308914,single,0.9,93.4,-10.0
308919,single,0.9,95.7,9.0
308937,field_out,0.0,91.5,-27.0
308939,field_out,0.0,88.5,40.0
308947,double,1.25,84.9,19.0
308950,field_out,0.0,97.3,42.0
308951,single,0.9,106.5,7.0
308954,field_out,0.0,77.7,62.0
308961,single,0.9,94.3,20.0
308968,field_out,0.0,93.5,-8.0
308986,field_out,0.0,93.5,27.0
308993,field_out,0.0,75.9,0.0
308995,field_out,0.0,103.0,5.0
309003,single,0.9,89.6,11.0
309009,single,0.9,103.7,2.0
309017,field_out,0.0,86.3,30.0
309023,field_out,0.0,72.2,-12.0
309034,double,1.25,79.3,15.0
309041,single,0.9,80.8,-24.0
309045,field_out,0.0,71.4,40.0
309050,single,0.9,93.6,1.0
309059,field_out,0.0,45.5,-19.0
309062,single,0.9,69.4,30.0
309065,single,0.9,97.5,16.0
309067,field_out,0.0,82.5,-18.0
309075,single,0.9,74.1,-5.0
309078,field_out,0.0,87.3,9.0
309084,field_out,0.0,66.0,-10.0
309088,single,0.9,103.8,1.0
309089,field_out,0.0,94.0,53.0
309096,field_out,0.0,94.0,6.0
309099,double,1.25,105.9,24.0
309115,field_out,0.0,67.0,-16.0
309117,field_out,0.0,81.3,82.0
309126,field_out,0.0,73.3,34.0
309128,single,0.9,89.5,19.0
309134,field_out,0.0,97.2,47.0
309137,field_out,0.0,104.1,4.0
309139,field_out,0.0,95.9,-1.0
309145,field_out,0.0,81.9,37.0
309154,field_out,0.0,91.8,48.0
309161,field_out,0.0,83.2,66.0
309163,field_out,0.0,72.3,33.0
309166,double,1.25,102.1,21.0
309170,field_out,0.0,97.3,49.0
309177,single,0.9,89.8,15.0
309181,field_out,0.0,96.2,63.0
309187,home_run,2.0,103.6,25.0
309206,field_out,0.0,94.3,29.0
309210,single,0.9,92.7,9.0
309212,field_out,0.0,43.4,-7.0
309218,field_out,0.0,94.8,-8.0
309221,single,0.9,80.5,-8.0
309224,field_out,0.0,90.3,36.0
309229,field_out,0.0,89.5,47.0
309231,single,0.9,108.7,2.0
309235,field_out,0.0,83.2,-19.0
309239,field_out,0.0,81.6,59.0
309240,field_out,0.0,97.1,6.0
309252,field_out,0.0,90.4,49.0
309255,field_out,0.0,100.2,-7.0
309271,field_out,0.0,88.4,35.0
309272,field_out,0.0,97.8,19.0
309278,single,0.9,89.0,5.0
309282,single,0.9,94.8,5.0
309287,field_out,0.0,92.3,31.0
309290,field_out,0.0,102.6,6.0
309292,field_out,0.0,80.3,61.0
309303,field_out,0.0,89.7,26.0
309309,field_out,0.0,71.2,38.0
309319,single,0.9,85.8,13.0
309321,field_out,0.0,97.2,-4.0
309327,single,0.9,83.9,18.0
309330,single,0.9,67.0,-14.0
309331,field_out,0.0,94.1,51.0
309335,single,0.9,87.1,18.0
309337,field_out,0.0,87.4,56.0
309342,field_out,0.0,76.5,-29.0
309350,field_out,0.0,86.3,0.0
309352,field_out,0.0,104.1,19.0
309362,single,0.9,72.6,-30.0
309365,field_out,0.0,55.3,4.0
309380,single,0.9,107.7,10.0
309391,field_out,0.0,92.6,-12.0
309396,field_out,0.0,94.7,18.0
309398,field_out,0.0,87.0,48.0
309404,field_out,0.0,49.5,45.0
309422,field_out,0.0,94.4,11.0
309426,field_out,0.0,71.8,-44.0
309431,single,0.9,83.9,10.0
309438,field_out,0.0,87.8,53.0
309450,field_out,0.0,103.9,18.0
309458,field_out,0.0,102.5,-11.0
309461,field_out,0.0,88.0,64.0
309463,triple,1.6,106.3,6.0
309468,field_out,0.0,97.6,22.0
309471,field_out,0.0,86.4,53.0
309472,field_out,0.0,103.3,16.0
309477,field_out,0.0,86.6,44.0
309478,field_out,0.0,76.1,-4.0
309498,field_out,0.0,88.5,-25.0
309503,double,1.25,99.6,24.0
309506,field_out,0.0,92.7,12.0
309512,field_out,0.0,99.3,42.0
309516,field_out,0.0,109.0,39.0
309535,single,0.9,98.6,2.0
309539,field_out,0.0,59.8,-46.0
309544,home_run,2.0,103.9,33.0
309553,single,0.9,68.5,31.0
309557,field_out,0.0,101.3,14.0
309559,field_out,0.0,78.7,59.0
309572,single,0.9,102.4,16.0
309583,field_out,0.0,92.1,-2.0
309597,field_out,0.0,76.7,69.0
309599,field_out,0.0,50.7,-72.0
309604,field_out,0.0,92.5,41.0
309605,single,0.9,103.2,-14.0
309623,field_out,0.0,73.7,-15.0
309626,double,1.25,74.4,-5.0
309630,home_run,2.0,103.5,26.0
309634,single,0.9,90.6,12.0
309645,field_out,0.0,84.0,32.0
309646,field_out,0.0,92.8,71.0
309651,field_out,0.0,70.1,67.0
309663,field_out,0.0,95.5,-27.0
309667,field_out,0.0,84.9,54.0
309670,field_out,0.0,84.5,-28.0
309681,double,1.25,97.8,15.0
309692,field_out,0.0,83.0,39.0
309702,single,0.9,106.6,12.0
309705,field_out,0.0,82.4,69.0
309708,field_out,0.0,84.1,75.0
309723,field_out,0.0,99.7,3.0
309727,single,0.9,97.8,6.0
309731,single,0.9,102.0,9.0
309740,home_run,2.0,106.9,31.0
309745,field_out,0.0,100.5,-9.0
309763,single,0.9,99.6,9.0
309767,field_out,0.0,69.7,-19.0
309772,field_out,0.0,82.1,-46.0
309778,double,1.25,97.2,22.0
309780,field_out,0.0,78.0,28.0
309781,single,0.9,78.4,22.0
309790,field_out,0.0,90.1,19.0
309794,field_out,0.0,68.6,61.0
309803,field_out,0.0,94.0,49.0
309817,field_out,0.0,103.2,18.0
309820,field_out,0.0,82.3,71.0
309827,field_out,0.0,92.6,-5.0
309828,field_out,0.0,87.8,33.0
309831,field_out,0.0,96.6,48.0
309832,field_out,0.0,83.2,70.0
309840,field_out,0.0,89.4,33.0
309845,single,0.9,107.9,7.0
309852,single,0.9,106.4,4.0
309853,home_run,2.0,104.7,25.0
309858,single,0.9,91.9,4.0
309860,home_run,2.0,105.0,33.0
309866,field_out,0.0,96.4,29.0
309868,field_out,0.0,76.0,84.0
309872,field_out,0.0,89.1,18.0
309880,field_out,0.0,82.2,70.0
309882,field_out,0.0,77.8,33.0
309893,field_out,0.0,87.0,52.0
309897,single,0.9,82.0,21.0
309898,single,0.9,101.4,1.0
309902,field_out,0.0,91.3,1.0
309915,single,0.9,67.0,5.0
309916,field_out,0.0,44.9,-74.0
309919,field_out,0.0,74.8,85.0
309921,field_out,0.0,81.4,-7.0
309922,field_out,0.0,96.1,40.0
309926,field_out,0.0,96.1,-16.0
309939,double,1.25,106.3,10.0
309955,field_out,0.0,69.9,48.0
309967,field_out,0.0,68.8,-47.0
309968,field_out,0.0,90.0,36.0
309971,single,0.9,70.2,28.0
309989,field_out,0.0,90.6,-30.0
309990,field_out,0.0,101.6,24.0
309993,field_out,0.0,77.3,14.0
310006,single,0.9,106.3,7.0
310022,field_out,0.0,106.0,6.0
310026,field_out,0.0,96.7,49.0
310031,field_out,0.0,65.2,-52.0
310033,field_out,0.0,86.4,25.0
310038,field_out,0.0,100.2,57.0
310040,field_out,0.0,71.9,50.0
310043,field_out,0.0,98.0,-5.0
310052,field_out,0.0,97.3,29.0
310058,double,1.25,102.2,21.0
310064,home_run,2.0,94.6,35.0
310068,field_out,0.0,88.4,-4.0
310072,field_out,0.0,72.1,-2.0
310073,field_out,0.0,88.6,-17.0
310079,field_out,0.0,105.8,-7.0
310083,field_out,0.0,85.7,23.0
310086,double,1.25,87.7,32.0
310088,single,0.9,104.4,-18.0
310089,double,1.25,94.9,18.0
310096,single,0.9,98.4,2.0
310100,field_out,0.0,86.8,-10.0
310115,field_out,0.0,86.2,57.0
310120,field_out,0.0,85.5,8.0
310123,field_out,0.0,87.5,-19.0
310124,field_out,0.0,83.3,31.0
310126,field_out,0.0,88.0,-42.0
310128,field_out,0.0,97.9,45.0
310133,field_out,0.0,78.9,-48.0
310134,single,0.9,79.6,21.0
310137,field_out,0.0,75.0,-55.0
310144,field_out,0.0,84.0,-28.0
310148,double,1.25,88.3,18.0
310149,single,0.9,67.2,25.0
310150,single,0.9,102.7,-10.0
310151,field_out,0.0,70.1,-11.0
310152,field_out,0.0,67.7,44.0
310153,field_out,0.0,101.1,9.0
310157,home_run,2.0,99.3,26.0
310163,field_out,0.0,96.7,-8.0
310166,field_out,0.0,81.4,-58.0
310169,single,0.9,99.9,12.0
310177,field_out,0.0,65.6,58.0
